viewId,chartType,queryStr,resolvedQueryStr,md5,svgFilename,durationReceiveData,durationTotal,heapUsed,totalDataFileSize
cumulative-co2-flaring,WorldMap,,,1f07290d5ef88292c8d4649a97492565,cumulative-co2-flaring_v28_850x600.svg,4,31,398855272,461041
cumulative-co2-fuel,StackedArea,,,f00b4456d18ab5e07614ca20f72ecfa8,cumulative-co2-fuel_v30_850x600.svg,110,137,1068388512,3472822
cumulative-co2-gas,WorldMap,,,a90ce9dce76a68b37301156465ab8039,cumulative-co2-gas_v26_850x600.svg,5,32,484646584,538141
cumulative-co2-including-land,WorldMap,,,00fb4af9fa84f31c4eb96032a71017ec,cumulative-co2-including-land_v17_850x600.svg,4,55,423399920,813815
cumulative-co2-land-use,WorldMap,,,e977f869a2c785dfb7942f4abeb2cc09,cumulative-co2-land-use_v16_850x600.svg,7,63,513985416,1255468
cumulative-co2-oil,WorldMap,,,046a0e720080f5db84b933625105851d,cumulative-co2-oil_v26_850x600.svg,6,40,1090200832,812016
cumulative-cohort-fertility-rate-by-age,LineChart,,,d52527dba5d896264097dd841d3a3db1,cumulative-cohort-fertility-rate-by-age_v14_850x600.svg,12,31,1288376248,427984
cumulative-covid-cases-region,StackedArea,,,1abedeb83b2272295d1c5ab12f317a14,cumulative-covid-cases-region_v3093_850x600.svg,128,468,546616496,17441890
cumulative-covid-deaths-region,StackedArea,,,e94451d791ecd131e9e107e2e27bfb26,cumulative-covid-deaths-region_v3095_850x600.svg,118,431,1497206080,16363818
cumulative-covid-vaccinations,LineChart,,,128b67751b344ecfc7e364c4e024da8f,cumulative-covid-vaccinations_v1669_850x600.svg,15,94,538200824,2626647
cumulative-covid-vaccinations-income-group,LineChart,,,4911c306411eb3a6a935db846bea0f24,cumulative-covid-vaccinations-income-group_v1653_850x600.svg,18,100,1111346936,2715041
cumulative-covid-vaccine-booster-doses,WorldMap,,,4821c502f90b40fa81b6605e425a3ead,cumulative-covid-vaccine-booster-doses_v1678_850x600.svg,18,190,580151696,1797140
cumulative-death-rates-in-armed-conflicts,DiscreteBar,,,a62b206b73331786623291e065bc604c,cumulative-death-rates-in-armed-conflicts_v42_850x600.svg,1,9,1127618120,6396
cumulative-deaths-and-cases-covid-19,LineChart,,,77d5f2c6fbece5814509483d4af7a01c,cumulative-deaths-and-cases-covid-19_v3126_850x600.svg,1422,1904,697366744,33805708
cumulative-deaths-in-armed-conflicts,DiscreteBar,,,1224d99b1d8dec985aa6ca5fa45cb141,cumulative-deaths-in-armed-conflicts_v37_850x600.svg,2,10,596313912,5694
cumulative-deaths-in-armed-conflicts-by-country-region-and-type,StackedDiscreteBar,,,055880fd24cfacba2197fc20577a2d4a,cumulative-deaths-in-armed-conflicts-by-country-region-and-type_v33_850x600.svg,2,14,582251760,22122
cumulative-deaths-in-armed-conflicts-by-type,DiscreteBar,,,5db24f345d465f6241f6e1a0296955a5,cumulative-deaths-in-armed-conflicts-by-type_v32_850x600.svg,2,12,600773152,27816
cumulative-excess-deaths-covid,LineChart,,,086f9aa499f328e0afb521b7c827c3a3,cumulative-excess-deaths-covid_v271_850x600.svg,3,26,632111040,430688
cumulative-excess-deaths-per-million-covid,WorldMap,,,a668f6aa60f2800839fcec8f0a2e2f79,cumulative-excess-deaths-per-million-covid_v284_850x600.svg,3,52,628498152,447333
cumulative-excess-mortality-p-scores-projected-baseline,WorldMap,,,a39fbbedfcce7da18e180680e61dd034,cumulative-excess-mortality-p-scores-projected-baseline_v281_850x600.svg,4,48,1529030960,448824
cumulative-exoplanets-by-method,StackedArea,,,1bd82a327a357da956b28fbe37a6ef7b,cumulative-exoplanets-by-method_v35_850x600.svg,1,14,565985888,4154
cumulative-global-plastics,StackedArea,,,5513d7f7a92c3434012ed11e37a80654,cumulative-global-plastics_v7_850x600.svg,1,12,581241744,2420
cumulative-gravitational-wave-observations,LineChart,,,f7392a5e5b007d13586604eecb07880e,cumulative-gravitational-wave-observations_v15_850x600.svg,2,13,596468808,220
cumulative-installed-wind-energy-capacity-gigawatts,LineChart,,,0cc58429923e73c3e2706fe0324a51f1,cumulative-installed-wind-energy-capacity-gigawatts_v17_850x600.svg,1,24,585492152,100377
cumulative-lives-saved-by-measles-vaccination-since-1974,StackedArea,,,d81e6bffbd700068a44dd4edeee431b5,cumulative-lives-saved-by-measles-vaccination-since-1974_v6_850x600.svg,1,14,650915784,12467
cumulative-lives-saved-vaccination,StackedBar,,,db8284a7c351eabb2a9a0b9d09a2d922,cumulative-lives-saved-vaccination_v7_850x600.svg,2,166,1538645760,11602
cumulative-number-of-dhs-surveys-conducted,WorldMap,,,35b001edd3b4c33acae4cc5848e063d3,cumulative-number-of-dhs-surveys-conducted_v9_850x600.svg,2,19,663588824,5199
cumulative-number-of-large-scale-ai-systems-by-country,LineChart,,,58f31d21322edf8dfd99f0a51db6944c,cumulative-number-of-large-scale-ai-systems-by-country_v17_850x600.svg,2,16,567704808,4561
cumulative-number-of-objects-launched-into-outer-space,LineChart,,,3d5b358a26baf05893a36bad1ce5026f,cumulative-number-of-objects-launched-into-outer-space_v39_850x600.svg,1,19,594421720,33946
cumulative-people-space,LineChart,,,c384c0c4e3553e8a2366d943a9fc4602,cumulative-people-space_v17_850x600.svg,4,27,658115224,61675
cumulative-plastic-exports,DiscreteBar,,,c9283aedccc3a895c7eaf5cb2dcc3c67,cumulative-plastic-exports_v4_850x600.svg,2,17,614164192,364
cumulative-space-visits,LineChart,,,50b60606bc2efaa4d88205507d7a1f68,cumulative-space-visits_v41_850x600.svg,1,19,613670664,61783
current-account-balance-as-a-proportion-of-gdp,WorldMap,,,009f5f12ad2dfa1fc19e38a3372bcbdc,current-account-balance-as-a-proportion-of-gdp_v15_850x600.svg,2,32,674884664,123096
current-covid-hospitalizations-per-million,LineChart,,,dc989a0b7ce0f9b9e8bab2574cd32e5f,current-covid-hospitalizations-per-million_v1508_850x600.svg,10,99,623052888,1207292
current-covid-patients-hospital,LineChart,,,f605687d752e7990e0d6964e6f766e1e,current-covid-patients-hospital_v1502_850x600.svg,8,95,1596824552,1093486
current-covid-patients-icu,LineChart,,,b9165f552487fc4bfe65d8a33d4bed30,current-covid-patients-icu_v1494_850x600.svg,9,106,682810800,1015706
cvd-deaths-vs-rates,LineChart,,,7c99ecca0e561e436ca2abb98d07c6bf,cvd-deaths-vs-rates_v2_850x600.svg,24,40,611885624,997180
daily-caloric-supply-derived-from-carbohydrates-protein-and-fat,StackedArea,,,2ed1944b87395d1d88ff8c1a155175fa,daily-caloric-supply-derived-from-carbohydrates-protein-and-fat_v12_850x600.svg,31,45,1586799600,1768008
daily-cases-covid-region,StackedArea,,,a161491ed9b7c457b606026d3e61dbea,daily-cases-covid-region_v3104_850x600.svg,123,485,849233064,17169394
daily-covid-19-tests-smoothed-7-day,LineChart,,,fb25e760e083183c5f036b55aa23bfac,daily-covid-19-tests-smoothed-7-day_v399_850x600.svg,22,103,635081312,2886008
daily-covid-19-vaccination-doses,WorldMap,,,4361317b9e8fd15bde37858a8dd42117,daily-covid-19-vaccination-doses_v1596_850x600.svg,34,407,1712094880,6517619
daily-covid-cases-deaths-7-day-ra,LineChart,,,9915e0d6d6e67665239c410420eaca79,daily-covid-cases-deaths-7-day-ra_v3119_850x600.svg,1441,1668,717040768,33508431
daily-covid-deaths-region,StackedArea,,,65f3a6addc7ad9cb2557f3e3a335fb84,daily-covid-deaths-region_v3095_850x600.svg,169,526,1907773888,16339037
daily-covid-vaccination-doses-per-capita,LineChart,,,f2e25030ebcc86eccdb19ab6351d733c,daily-covid-vaccination-doses-per-capita_v1623_850x600.svg,92,246,890837912,6583218
daily-hours-spent-with-digital-media-per-adult-user,StackedBar,,,5c1c7543decd571f3626250b428798d9,daily-hours-spent-with-digital-media-per-adult-user_v21_850x600.svg,4,23,860409512,1060
daily-income-of-the-poorest-and-richest-decile,ScatterPlot,,,e3e149a3ff40421ac7201f8be809cf0f,daily-income-of-the-poorest-and-richest-decile_v69_850x600.svg,57,258,927600280,2075470
daily-income-or-consumption-of-the-poorest-10-marimekko,Marimekko,,,b492cd81a81ef971b955ee9383b54f26,daily-income-or-consumption-of-the-poorest-10-marimekko_v33_850x600.svg,3,64,1946815072,126411
daily-income-or-consumption-of-the-richest-10-marimekko,Marimekko,,,460acb55111f7dc0ea696f6c6b0925db,daily-income-or-consumption-of-the-richest-10-marimekko_v36_850x600.svg,4,69,741250064,125979
daily-mean-income,WorldMap,,,165abd35ad95d7a4a20df7025da80215,daily-mean-income_v65_850x600.svg,51,151,986529744,1958376
daily-mean-income-2011-ppp,WorldMap,,,2817c03d4cde8239f62983f49f9e2381,daily-mean-income-2011-ppp_v48_850x600.svg,2,25,1970900568,88685
daily-meat-consumption-per-person,WorldMap,,,935ce0243a198743a6e6bb3e51aae8bf,daily-meat-consumption-per-person_v17_850x600.svg,4,39,773653768,446920
daily-median-income,WorldMap,,,e4a94015feef2ea5550c3d0ff6815a42,daily-median-income_v64_850x600.svg,3,23,1994228848,116681
daily-new-confirmed-covid-19-deaths-in-sweden-oct-2020,LineChart,,,2137fef2429ba843dedb82b5e1413961,daily-new-confirmed-covid-19-deaths-in-sweden-oct-2020_v16_850x600.svg,1,12,746232632,681
daily-new-estimated-covid-19-infections-icl-model,LineChart,,,37ddbccd96681c5dcdcbb1701db8ead1,daily-new-estimated-covid-19-infections-icl-model_v3118_850x600.svg,1600,2688,460424312,31846581
daily-new-estimated-covid-19-infections-ihme-model,LineChart,,,a71637f842bdedaae10dc3ae6ec0e620,daily-new-estimated-covid-19-infections-ihme-model_v3125_850x600.svg,1454,1716,737710784,33110843
daily-new-estimated-covid-19-infections-lshtm-model,LineChart,,,d770e76eb5aaf4b2557ea8850e990b82,daily-new-estimated-covid-19-infections-lshtm-model_v2950_850x600.svg,963,1203,597485536,19041762
daily-new-estimated-covid-19-infections-yyg-model,LineChart,,,ef1f78f8a706926a271b37cc4dab8900,daily-new-estimated-covid-19-infections-yyg-model_v2956_850x600.svg,1124,1355,611467656,18485997
daily-new-estimated-infections-of-covid-19,LineChart,,,d33ca0b19cd22e6afe7ecf4f749d5168,daily-new-estimated-infections-of-covid-19_v3358_850x600.svg,1580,1839,714426136,28469555
daily-number-of-animals-slaughtered-for-meat,StackedBar,,,f937fff457e7e69d49164b2c462d6770,daily-number-of-animals-slaughtered-for-meat_v29_850x600.svg,74,260,733273384,2427101
daily-per-capita-caloric-supply,LineChart,,,646a932d5c21f3d6ae014f2094594844,daily-per-capita-caloric-supply_v21_850x600.svg,4,24,641729816,445221
daily-per-capita-fat-supply,WorldMap,,,bd19b7481fd342edf8bb6aaeddfa81a7,daily-per-capita-fat-supply_v10_850x600.svg,3,45,611698480,437506
daily-per-capita-fat-supply-vs-gdp-per-capita,ScatterPlot,,,763706e008c205421bda510fc6ccdad4,daily-per-capita-fat-supply-vs-gdp-per-capita_v41_850x600.svg,105,286,1007048432,2520451
daily-per-capita-protein-supply,WorldMap,,,629073fcbbc98ebdb53d88039a9903a6,daily-per-capita-protein-supply_v10_850x600.svg,3,37,643884456,435994
daily-per-capita-protein-supply-vs-gdp-per-capita,ScatterPlot,,,ecb3d1e6d7cac9a3ac1cf06d837fe04e,daily-per-capita-protein-supply-vs-gdp-per-capita_v33_850x600.svg,100,331,797654152,2518939
daily-per-capita-supply-of-calories-vs-gdp-per-capita,ScatterPlot,,,3e7117e56883115f18b49211c07c0f11,daily-per-capita-supply-of-calories-vs-gdp-per-capita_v44_850x600.svg,91,360,1461655752,2528166
daily-protein-supply-from-animal-and-plant-based-foods,LineChart,,,eaada06024e3308004dae5e804dabb0b,daily-protein-supply-from-animal-and-plant-based-foods_v21_850x600.svg,20,44,640066688,873506
daily-protein-supply-of-animal-origin-vs-plant-origin,ScatterPlot,,,57e10dddc5a9ce1c30e0822be2a6850f,daily-protein-supply-of-animal-origin-vs-plant-origin_v20_850x600.svg,90,266,745441928,2715182
daily-tests-and-daily-new-confirmed-covid-cases,LineChart,,,fe2a0e286fba9efd49e68e5d61a0e91c,daily-tests-and-daily-new-confirmed-covid-cases_v3065_850x600.svg,903,1218,1439391704,20055402
daily-tests-per-thousand-people-smoothed-7-day,WorldMap,,,23895f9d948010b55525db83ffbe6264,daily-tests-per-thousand-people-smoothed-7-day_v424_850x600.svg,27,246,890481056,2949600
daly-rates-from-all-causes-by-age,LineChart,,,68fea69bd3085701aa2da2138cd6b180,daly-rates-from-all-causes-by-age_v20_850x600.svg,31,67,766306696,1805721
dalys-from-alcohol-use-disorders-by-age,LineChart,,,8d674f96e45aa57170b9f6c394e500f2,dalys-from-alcohol-use-disorders-by-age_v17_850x600.svg,28,48,1475611792,1547986
dalys-particulate-matter,WorldMap,,,cb1644bf4ed2294a87f47ed31d5fb028,dalys-particulate-matter_v17_850x600.svg,2,30,739185000,252253
dalys-rate-from-all-causes,WorldMap,,,fa3adc3f96d3dd6d4e91527d66aacda4,dalys-rate-from-all-causes_v24_850x600.svg,2,26,760862816,251847
dalys-to-ncds-vs-gdp,ScatterPlot,,,edc152a88bbc11b3e8a5b9a76a6e3b92,dalys-to-ncds-vs-gdp_v45_850x600.svg,90,264,1564179696,2336102
damage-costs-from-natural-disasters,StackedBar,,,d02d3df3415200a667cbc8a7146ec4da,damage-costs-from-natural-disasters_v23_850x600.svg,6,25,434256032,39678
data-centers-share-electricity-demand,LineChart,,,d0766e6c94da0324a267c7dfc1c3d914,data-centers-share-electricity-demand_v8_850x600.svg,2,13,782201736,1511
data-deprivation-poverty-surveys-per-decade,WorldMap,,,2cf9d16a0920d80b9f15773ff721b514,data-deprivation-poverty-surveys-per-decade_v31_850x600.svg,5,33,463201376,297780
date-of-the-peak-cherry-tree-blossom-in-kyoto,LineChart,,,4f726db383aa8f0a98158c43688f408f,date-of-the-peak-cherry-tree-blossom-in-kyoto_v31_850x600.svg,4,55,915667456,54803
days-of-vacation-and-holidays,LineChart,,,bd134e44204547e22750287389ef7974,days-of-vacation-and-holidays_v45_850x600.svg,2,12,753295648,2524
dealing-with-anxiety-depression-approaches,DiscreteBar,,,aca31971f9ea48fab130b2ef0bf07be5,dealing-with-anxiety-depression-approaches_v19_850x600.svg,2,14,773576096,30142
dealing-with-anxiety-depression-comparison,DiscreteBar,,,db7432b4fc53596d4724e38c8da56bb8,dealing-with-anxiety-depression-comparison_v22_850x600.svg,6,53,781524240,30142
dealt-with-anxiety-depression-friends-family,WorldMap,,,ee9e44401822ea6eb9762adc0b83327b,dealt-with-anxiety-depression-friends-family_v21_850x600.svg,3,17,478362768,3744
dealt-with-anxiety-depression-religious-spiritual,WorldMap,,,e6603328d939f50f9a36318b40ad6aeb,dealt-with-anxiety-depression-religious-spiritual_v23_850x600.svg,2,21,931046080,3759
dealt-with-anxiety-depression-took-prescribed-medication,WorldMap,,,596d7e493d0cde3744bb7e8787bde945,dealt-with-anxiety-depression-took-prescribed-medication_v20_850x600.svg,3,22,434384448,3772
death-rate-ambient-air-pollution,WorldMap,,,98742429fc15292f51db8031d5bc13db,death-rate-ambient-air-pollution_v15_850x600.svg,3,19,799929760,5331
death-rate-amphetamine,WorldMap,,,2d2e9c9fb3f3a570fe6bf2055a9e6bb7,death-rate-amphetamine_v32_850x600.svg,4,28,901723472,350214
death-rate-amphetamine-who,WorldMap,,,4e2db1f576b53ab3ba2a7892658c79e6,death-rate-amphetamine-who_v14_850x600.svg,2,24,447551288,122885
death-rate-by-age-group-in-england-and-wales,LineChart,,,d29fa8f46965752c2b5f8460241d8ec5,death-rate-by-age-group-in-england-and-wales_v2_850x600.svg,2,21,791086888,6618
death-rate-by-cause-who-mdb,LineChart,,,78357c163226bd51d7d3b586db51c97c,death-rate-by-cause-who-mdb_v29_850x600.svg,25,45,792950976,1447826
death-rate-by-source-from-air-pollution,StackedArea,,,8d32c6d399eda2f2802fdf664630e491,death-rate-by-source-from-air-pollution_v26_850x600.svg,14,27,937797328,762328
death-rate-by-source-from-indoor-air-pollution,WorldMap,,,f1ead75b9cc368489f6958146bfe7621,death-rate-by-source-from-indoor-air-pollution_v25_850x600.svg,3,30,470471920,254696
death-rate-from-air-pollution-per-100000,WorldMap,,,f3543a9d6e8ee0305022082d87da5403,death-rate-from-air-pollution-per-100000_v23_850x600.svg,3,27,1590768816,252475
death-rate-from-alzheimers-other-dementias-gbd,WorldMap,,,efc715671a563873152ad94673ea4214,death-rate-from-alzheimers-other-dementias-gbd_v8_850x600.svg,5,27,959096072,334536
death-rate-from-alzheimers-other-dementias-ghe,WorldMap,,,67577fcbd9c2b5e2a4f46a24a3dbd83e,death-rate-from-alzheimers-other-dementias-ghe_v7_850x600.svg,2,21,810249920,128038
death-rate-from-ambient-particulate-air-pollution,WorldMap,,,1ae0917884d80abdc0326d72d3d2d77d,death-rate-from-ambient-particulate-air-pollution_v7_850x600.svg,3,25,488610936,258961
death-rate-from-cancer,WorldMap,,,7efabe71efcfe5918321319c9b4a39d2,death-rate-from-cancer_v9_850x600.svg,2,24,1609658912,132552
death-rate-from-cancer-by-sex,LineChart,,,e837837a21cdc1a35bdf233508e65a88,death-rate-from-cancer-by-sex_v23_850x600.svg,7,24,687263656,324332
death-rate-from-cancer-for-15-to-49-year-olds,LineChart,,,b48bf6c2a294fb05035159f6271a7035,death-rate-from-cancer-for-15-to-49-year-olds_v12_850x600.svg,3,20,934068760,335694
death-rate-from-cancer-gbd,WorldMap,,,216f42b0868c27112e909bcf4af105e0,death-rate-from-cancer-gbd_v15_850x600.svg,3,25,831137728,335017
death-rate-from-cancers-vs-average-income,ScatterPlot,,,822017297d9a3da5c604ac8d5aed61fa,death-rate-from-cancers-vs-average-income_v48_850x600.svg,88,269,540561840,2409882
death-rate-from-cancers-vs-income-inequality,ScatterPlot,,,cd28feebead02d97be4fb6aa526350cd,death-rate-from-cancers-vs-income-inequality_v68_850x600.svg,79,224,1021210352,2271182
death-rate-from-cardiomyopathy-myocarditis-endocarditis-who-ghe-age-standardized,WorldMap,,,7d55c45b71d977a8233ba11b2302e98b,death-rate-from-cardiomyopathy-myocarditis-endocarditis-who-ghe-age-standardized_v29_850x600.svg,2,28,711006264,146649
death-rate-from-cardiovascular-disease-age-standardized-ghe,WorldMap,,,a29b9c48ebc55f6c415a13a3f998710c,death-rate-from-cardiovascular-disease-age-standardized-ghe_v35_850x600.svg,3,23,1581987016,147090
death-rate-from-cardiovascular-disease-for-15--to-49-year-olds,LineChart,,,2f18929b84b471d76d3ab5ee3f0c65c5,death-rate-from-cardiovascular-disease-for-15--to-49-year-olds_v17_850x600.svg,3,24,832691688,335080
death-rate-from-cardiovascular-disease-ghe,WorldMap,,,5ba5bd7fab7d0ea2a1dde4facea9fd41,death-rate-from-cardiovascular-disease-ghe_v19_850x600.svg,2,21,1596901184,134569
death-rate-from-cardiovascular-diseases,WorldMap,,,3b93cd3d08c8b6e039d263cb73ffc50e,death-rate-from-cardiovascular-diseases_v23_850x600.svg,5,31,688822168,335844
death-rate-from-cardiovascular-diseases-age-group-who-mdb,LineChart,,,1cdacaa74e9aea49a6ecd87b043c7352,death-rate-from-cardiovascular-diseases-age-group-who-mdb_v36_850x600.svg,21,62,857253104,1436414
death-rate-from-cardiovascular-diseases-by-risk-factor-age-standardized,DiscreteBar,,,cd20b878cfd5bd0ee6d0692a22a10b7d,death-rate-from-cardiovascular-diseases-by-risk-factor-age-standardized_v39_850x600.svg,48,64,1673351224,3031993
death-rate-from-communicable-vs-non-communicable-diseases,ScatterPlot,,,59f66c52125e01fc9768f2352f83a8ab,death-rate-from-communicable-vs-non-communicable-diseases_v24_850x600.svg,94,307,836781920,3120481
death-rate-from-diabetes,WorldMap,,,01f60863e1f2bbdc2915ef03f5223e13,death-rate-from-diabetes_v10_850x600.svg,3,30,885743656,326295
death-rate-from-diabetes-gbd,WorldMap,,,a58411523e7eb74d9892687bdc71c152,death-rate-from-diabetes-gbd_v10_850x600.svg,3,40,196160736,335757
death-rate-from-diabetes-ghe,WorldMap,,,92b8f3e689ca44ec7d7394da962e3dd3,death-rate-from-diabetes-ghe_v6_850x600.svg,2,27,852139640,130156
